rpt_rec_num,provider_number,year,util_cd,fy_bgn_dt,fy_end_dt,beds,mcare_discharges,medicaid_discharges,tot_charges,tot_discharges,tot_discounts,tot_mcare_payment,ip_charges,icu_charges,ancillary_charges,hrrp_payment,vbp_payment,discount_factor,price,net_penalty,any_penalty
255957,010001,2009,F,10/01/2008,2009-09-30,338.0,43709.0,15161.0,980776069.0,135050.0,744725360.0,69842396.0,,,,,,0.24067747619563906,-764.6335818526182,0.0,0
269995,010001,2010,F,10/01/2009,2010-09-30,376.0,44902.0,16212.0,1116894148.0,148920.0,866681575.0,68677860.0,,,,,,0.22402532366030448,-660.2497644638428,0.0,0
9254,010001,2011,F,10/01/2010,2011-09-30,30.0,90432.0,16707.0,1208331516.0,148920.0,957726856.0,67336636.0,211963522.0,2670908.0,,3485894.0,747062.0,0.20739727192549695,-390.20039592251334,4232956.0,0
523417,010001,2012,F,10/01/2011,2012-09-30,30.0,87760.0,15986.0,1263055782.0,149328.0,1008222450.0,68299251.0,211624323.0,3206738.0,214831061.0,-2571341.0,-26550.0,0.20175936457571275,298.6796016919888,-2597891.0,1
540434,010001,2013,F,10/01/2012,2013-09-30,30.0,94243.0,15850.0,1305720014.0,148920.0,1043722920.0,71487840.0,214321502.0,2404587.0,216726089.0,17395.0,18277.0,0.20065334925623646,283.2231332756072,35672.0,0
551160,010001,2014,F,10/01/2013,2014-09-30,30.0,94934.0,16111.0,1451185686.0,139065.0,1160975767.0,69861859.0,231992999.0,2689596.0,234682595.0,2401206.0,-143408.0,0.19998124416450458,543.8892312367517,2257798.0,0
574262,010001,2015,F,10/01/2014,2015-09-30,30.0,89693.0,9014.0,1550672017.0,146000.0,1251601806.0,70341919.0,238867113.0,2570033.0,241437146.0,-3004560.0,323962.0,0.19286490484209207,404.7025303651869,-2680598.0,1
644872,010001,2016,F,10/01/2015,2016-09-30,30.0,97665.0,12838.0,1633882183.0,141642.0,1318947846.0,65062506.0,246974731.0,1916209.0,248890940.0,4814053.0,-334253.0,0.19275217042990422,702.3223905832169,4479800.0,0
629478,010001,2017,F,10/01/2016,2017-09-30,30.0,99315.0,13088.0,1707737153.0,141255.0,1382630232.0,72425265.0,250424328.0,2216554.0,252640882.0,,75.0,0.19037292737285783,566.6834420791963,75.0,0
685213,010001,2018,F,10/01/2017,2018-09-30,30.0,95560.0,13153.0,1839801396.0,119355.0,1498919335.0,68535114.0,262391792.0,2967141.0,265358933.0,-343403.0,-180908.0,0.18528198844784438,1252.2524697321544,-524311.0,1
708691,010001,2019,F,10/01/2018,2019-09-30,30.0,99283.0,11950.0,2029254258.0,124830.0,1648232920.0,68068016.0,289913337.0,2892995.0,292806332.0,1940043.0,476040.0,0.18776421756804806,1639.6871512858738,2416083.0,0
250123,010005,2009,F,10/01/2008,2009-09-30,103.0,10570.0,4851.0,184944919.0,41610.0,120670619.0,14531094.0,,,,,,0.3475321211717095,-468.1409149484536,0.0,0
263654,010005,2010,F,10/01/2009,2010-09-30,102.0,10028.0,4337.0,211055594.0,41610.0,144049273.0,14694679.0,,,,,,0.317481852672429,-465.2865239693496,0.0,0
285,010005,2011,F,10/01/2010,2011-09-30,30.0,19641.0,4591.0,221077673.0,41610.0,157766095.0,14228691.0,57980457.0,809564.0,,172461.0,-16510.0,0.28637707797838097,118.68648678900514,155951.0,0
514946,010005,2012,F,10/01/2011,2012-09-30,30.0,36415.0,5988.0,427968074.0,74664.0,305179101.0,26360576.0,98273561.0,1977953.0,,-593048.0,90170.0,0.28691152555459076,62.81834350956666,-502878.0,1
540435,010005,2013,F,10/01/2012,2013-09-30,30.0,38225.0,6484.0,440015587.0,74460.0,308596631.0,28049213.0,105103357.0,1743842.0,106847199.0,-926944.0,552251.0,0.2986688651099989,987.2954417282855,-374693.0,1
550955,010005,2014,F,10/01/2013,2014-09-30,30.0,37535.0,5861.0,454454041.0,74460.0,319866891.0,25007109.0,106029369.0,1891347.0,107920716.0,-546025.0,111377.0,0.2961512889264858,1053.882445241393,-434648.0,1
581564,010005,2015,F,10/01/2014,2015-09-30,30.0,38465.0,6598.0,470363349.0,74460.0,326824442.0,24623982.0,109894275.0,1670994.0,111565269.0,28687.0,35693.0,0.3051660111383381,1207.6086746662415,64380.0,0
594122,010005,2016,F,10/01/2015,2016-09-30,30.0,38875.0,6959.0,495817605.0,74664.0,343358959.0,24014755.0,115759101.0,1627692.0,117386793.0,142812.0,-83032.0,0.3074893760579558,1346.1015528242988,59780.0,0
620725,010005,2017,F,10/01/2016,2017-09-30,30.0,39191.0,6440.0,511279676.0,74460.0,360374415.0,22202500.0,119245660.0,1317824.0,120563484.0,215012.0,-74523.0,0.29515208228226153,1388.3758172788635,140489.0,0
684714,010005,2018,F,10/01/2017,2018-09-30,30.0,38089.0,7310.0,442429641.0,74460.0,294740172.0,20887434.0,121664659.0,1340955.0,123005614.0,-4507.0,15.0,0.33381458951571463,1683.6134032904479,-4492.0,1
705392,010005,2019,F,10/01/2018,2019-09-30,30.0,37048.0,7128.0,466278619.0,74460.0,308311473.0,20168712.0,128907716.0,1299271.0,130206987.0,18611.0,,0.338782735392806,1819.0699894747959,18611.0,0
257485,010006,2010,F,07/01/2009,2010-06-30,316.0,27482.0,8155.0,632059037.0,130670.0,502175755.0,38760376.0,,,,,,0.20549232650240545,-375.6287165174245,0.0,0
533593,010006,2011,F,07/01/2010,2011-06-30,30.0,55101.0,8267.0,615645687.0,130670.0,478311141.0,41851169.0,121491829.0,2110719.0,,-78177.0,-22232.0,0.22307400002950073,-188.94856626131926,-100409.0,1
10211,010006,2012,F,07/01/2011,2012-06-30,30.0,51598.0,8383.0,605110634.0,131028.0,481828440.0,38439796.0,108352959.0,1614139.0,,399266.0,76489.0,0.20373496526587231,-201.88408798415236,475755.0,0
524470,010006,2013,F,07/01/2012,2013-06-30,30.0,53005.0,7882.0,655761097.0,130670.0,528319308.0,39324210.0,112154776.0,2071334.0,,35613.0,166860.0,0.19434179548470532,-220.50219135217338,202473.0,0
543661,010006,2014,F,07/01/2013,2014-06-30,30.0,56768.0,8252.0,720463113.0,130670.0,583401217.0,44472345.0,112934350.0,2067298.0,,-320166.0,12418.0,0.19024137881157566,-305.7329019360304,-307748.0,1
567422,010006,2015,F,07/01/2014,2015-06-30,30.0,61331.0,8758.0,772733353.0,130670.0,628250760.0,45197985.0,121050209.0,2311191.0,123361400.0,-409063.0,-187527.0,0.18697600205694753,13.459348422905624,-596590.0,1
589477,010006,2016,F,07/01/2015,2016-06-30,30.0,60737.0,9073.0,777022906.0,131028.0,628700242.0,45503557.0,119073438.0,1710499.0,120783937.0,-666081.0,484942.0,0.1908858321353013,8.654417288779765,-181139.0,1
644873,010006,2017,F,07/01/2016,2017-06-30,30.0,61741.0,9676.0,760620790.0,130670.0,602292435.0,41908238.0,123037622.0,1520964.0,124558586.0,-125455.0,-1243.0,0.20815675443212645,144.3105804063574,-126698.0,1
639416,010006,2018,F,07/01/2017,2018-06-30,30.0,61692.0,9868.0,797300354.0,130670.0,635426091.0,39457965.0,124525656.0,1756247.0,126281903.0,198520.0,-46790.0,0.20302795826928732,171.352443748737,151730.0,0
691732,010006,2019,F,07/01/2018,2019-06-30,30.0,61969.0,10090.0,890905058.0,104170.0,720401395.0,39543173.0,135469724.0,1972967.0,137442691.0,210219.0,-28926.0,0.19138252888895368,309.59187132451996,181293.0,0
292657,010007,2009,F,10/01/2008,2009-09-30,73.0,5883.0,655.0,49087280.0,28470.0,33509498.0,6364368.0,,,,,,0.317348649181621,-281.7712843671138,0.0,0
263414,010007,2010,F,10/01/2009,2010-09-30,73.0,5504.0,675.0,44524679.0,28470.0,30174875.0,5207629.0,,,,,,0.32228876933621464,-226.75385352259863,0.0,0
283,010007,2011,F,10/01/2010,2011-09-30,30.0,7451.0,773.0,43931761.0,28470.0,30754356.0,4663014.0,13787870.0,236916.0,,-470177.0,-20244.0,0.29995166822472696,-21.70683870808336,-490421.0,1
514249,010007,2012,F,10/01/2011,2012-09-30,30.0,5867.0,619.0,41342505.0,28548.0,29618452.0,4277886.0,13454902.0,332772.0,,-584312.0,7784.0,0.2835835177379793,-16.221899636502986,-576528.0,1
540436,010007,2013,F,10/01/2012,2013-09-30,30.0,4350.0,463.0,40050369.0,16425.0,25049900.0,3366209.0,13224842.0,430681.0,13655523.0,-332641.0,41953.0,0.3745400947491895,568.3538514732481,-290688.0,1
551161,010007,2014,F,10/01/2013,2014-09-30,30.0,5123.0,421.0,46358808.0,16425.0,32472667.0,2823336.0,14213859.0,444069.0,14657928.0,625708.0,18232.0,0.2995361960126326,527.147760493197,643940.0,0
573483,010007,2015,F,10/01/2014,2015-09-30,30.0,5108.0,517.0,50529909.0,16425.0,35375817.0,3013700.0,14275371.0,347842.0,14623213.0,1146705.0,40018.0,0.2999034096815809,508.73931946629307,1186723.0,0
635937,010007,2016,F,10/01/2015,2016-09-30,30.0,4450.0,483.0,47215304.0,16470.0,33667526.0,3593932.0,14063420.0,285097.0,14348517.0,347841.0,-6764.0,0.28693615951302565,386.0469821443195,341077.0,0
619986,010007,2017,F,10/01/2016,2017-09-30,30.0,4241.0,399.0,48377192.0,16425.0,30212749.0,3493538.0,14462400.0,312334.0,14774734.0,-43764.0,3152.0,0.37547534796976223,623.8968138231577,-40612.0,1
684716,010007,2018,F,10/01/2017,2018-09-30,30.0,4571.0,497.0,51704288.0,16425.0,36719920.0,3604217.0,16013795.0,488534.0,16502329.0,77167.0,8079.0,0.289808999980814,502.85388305118715,85246.0,0
709270,010007,2019,F,10/01/2018,2019-09-30,30.0,5031.0,432.0,48937595.0,16425.0,34674708.0,3612727.0,15238747.0,482071.0,15720818.0,-51321.0,-1920.0,0.29145050957244634,487.1821865886759,-53241.0,1
250972,010008,2009,F,01/01/2009,2009-12-31,29.0,1834.0,1133.0,25498474.0,10585.0,15851037.0,2249000.0,,,,,,0.3783535046058051,-256.9992000914181,0.0,0
267145,010008,2010,F,01/01/2010,2010-12-31,29.0,1581.0,880.0,27504796.0,10585.0,14460509.0,2139668.0,,,,,,0.4742549990190802,-237.63527321190583,0.0,0
5558,010008,2011,F,01/01/2011,2011-12-31,30.0,3414.0,786.0,35719000.0,10585.0,21273201.0,2030368.0,11494233.0,204092.0,,-75451.0,3281.0,0.4044289873736667,376.62442249589316,-72170.0,1
521199,010008,2012,F,01/01/2012,2012-12-31,30.0,3240.0,668.0,29348434.0,10614.0,22522476.0,2419271.0,13585850.0,579914.0,,-146381.0,-35729.0,0.23258338076914087,118.72122081608194,-182110.0,1
537207,010008,2013,F,01/01/2013,2013-12-31,30.0,2164.0,320.0,31347562.0,10614.0,24385830.0,1265275.0,10332174.0,526541.0,10858715.0,-132355.0,9105.0,0.2220820872768351,421.038720081486,-123250.0,1
557964,010008,2014,F,01/01/2014,2014-12-31,30.0,1866.0,97.0,35658754.0,10585.0,26127862.0,1327816.0,11371256.0,498471.0,11869727.0,93806.0,8751.0,0.2672805673468007,575.4419926165016,102557.0,0
578425,010008,2015,F,01/01/2015,2015-12-31,30.0,1836.0,192.0,32959018.0,10585.0,25956172.0,1112676.0,8859920.0,317950.0,9177870.0,106594.0,10076.0,0.21247131816852072,318.5955279184641,116670.0,0
641137,010008,2016,F,01/01/2016,2016-12-31,30.0,1216.0,120.0,54537220.0,10614.0,43126120.0,829246.0,11705722.0,447811.0,12153533.0,250721.0,36171.0,0.20923508752371311,452.93095147421485,286892.0,0
626476,010008,2017,F,01/01/2017,2017-12-31,30.0,1115.0,94.0,30933178.0,10585.0,22478768.0,1026134.0,9641184.0,461090.0,10102274.0,114803.0,32391.0,0.2733120405539967,474.7637003538726,147194.0,0
685883,010008,2018,F,01/01/2018,2018-12-31,30.0,1334.0,85.0,37016660.0,10585.0,27753015.0,1229845.0,10273657.0,69001.0,10342658.0,98602.0,19473.0,0.250256100901594,426.63296163413213,118075.0,0
708692,010008,2019,F,01/01/2019,2019-12-31,30.0,1609.0,402.0,42561246.0,10585.0,32216495.0,1244424.0,11613422.0,590436.0,12203858.0,82267.0,9716.0,0.243055642684897,522.2826536152454,91983.0,0
281698,010009,2010,F,02/01/2009,2010-01-31,124.0,3037.0,291.0,98531930.0,47450.0,76845192.0,3657333.0,,,,,,0.22009858124163406,-82.34825388962692,0.0,0
300773,010009,2011,F,02/01/2010,2011-01-31,124.0,2898.0,248.0,102663944.0,47450.0,81425304.0,3375822.0,,,,,,0.20687535635685295,-75.77262524690249,0.0,0
547733,010009,2012,F,02/01/2011,2012-01-31,30.0,3153.0,293.0,95149604.0,47450.0,79436646.0,2732796.0,14309751.0,111788.0,14421539.0,-44973.0,,0.1651394996872504,45.834604383148715,-44973.0,1
248734,010010,2009,F,10/01/2008,2009-09-30,84.0,9761.0,2707.0,137831910.0,32850.0,84851297.0,11913053.0,,,,,,0.3843856839827584,-515.9622764086795,0.0,0
263575,010010,2010,F,10/01/2009,2010-09-30,81.0,10029.0,2407.0,157359759.0,32485.0,100201791.0,13171512.0,,,,,,0.363231161278024,-586.547559672248,0.0,0
523231,010010,2011,F,10/01/2010,2011-09-30,30.0,18949.0,2185.0,170481243.0,32850.0,116816985.0,12929082.0,42844068.0,626132.0,,-38012.0,-51861.0,0.3147810108353093,54.27749782124034,-89873.0,1
267299,010011,2010,F,07/01/2009,2010-06-30,236.0,22209.0,8405.0,614261551.0,110230.0,412217441.0,33650046.0,,,,,,0.3289219546153883,-382.2956567182831,0.0,0
5401,010011,2011,F,07/01/2010,2011-06-30,30.0,65673.0,6325.0,597773691.0,104573.0,398825561.0,32749907.0,163594495.0,,,832330.0,122613.0,0.3328151322069476,557.7587784512551,954943.0,0
522566,010011,2012,F,07/01/2011,2012-06-30,30.0,74109.0,10497.0,800637921.0,102114.0,577661764.0,36349582.0,165622850.0,183934.0,165806784.0,907187.0,195922.0,0.27849812149979336,1999.7919568592747,1103109.0,0
535051,010011,2013,F,07/01/2012,2013-06-30,30.0,75795.0,10013.0,907054989.0,101835.0,704472390.0,37733066.0,176726240.0,4142238.0,180868478.0,527609.0,142889.0,0.22334103384772852,1653.5191910126837,670498.0,0
543191,010011,2014,F,07/01/2013,2014-06-30,30.0,83212.0,12907.0,1002699704.0,114245.0,814686356.0,37481198.0,181818854.0,4569932.0,186388786.0,695144.0,-5104.0,0.18750713423966459,1044.6059431746921,690040.0,0
567611,010011,2015,F,07/01/2014,2015-06-30,30.0,85909.0,13340.0,1119578995.0,114245.0,916198867.0,37770455.0,184688737.0,4860747.0,189549484.0,285750.0,140868.0,0.181657684637072,1097.3950372382642,426618.0,0
589710,010011,2016,F,07/01/2015,2016-06-30,30.0,86386.0,12303.0,1144097527.0,114558.0,940354245.0,35587199.0,191474181.0,5343486.0,196817667.0,140156.0,-6085.0,0.17808209282144527,1225.0534249321531,134071.0,0
635939,010011,2017,F,07/01/2016,2017-06-30,30.0,87713.0,13394.0,1152309195.0,113880.0,947024990.0,34227955.0,195560891.0,5913637.0,201474528.0,50058.0,-7737.0,0.1781502793614348,1435.3014061537979,42321.0,0
639417,010011,2018,F,07/01/2017,2018-06-30,30.0,92112.0,14049.0,1193595213.0,115705.0,981859826.0,31091474.0,203244296.0,4531428.0,207775724.0,565060.0,167859.0,0.17739295926616627,1806.6556643097701,732919.0,0
711753,010011,2019,F,07/01/2018,2019-06-30,30.0,82556.0,10686.0,1195134110.0,112785.0,989458986.0,31274339.0,191594000.0,3015657.0,194609657.0,106910.0,45246.0,0.17209376109263586,1181.2457122682067,152156.0,0
292251,010012,2010,F,04/01/2009,2010-03-31,91.0,6358.0,2940.0,225066043.0,37595.0,169282169.0,10853858.0,,,,,,0.24785557721828344,-347.4680026891187,0.0,0
301504,010012,2011,F,04/01/2010,2011-03-31,85.0,5849.0,3231.0,261209602.0,35508.0,202802145.0,9716698.0,,,,,,0.22360379003219033,-327.6138103105297,0.0,0
536621,010012,2012,F,04/01/2011,2012-03-31,30.0,12487.0,2796.0,277868315.0,35502.0,219298626.0,8322122.0,40857367.0,962805.0,41820172.0,-96782.0,1516.0,0.21078217932116516,404.4219851180508,-95266.0,1
544851,010012,2013,F,04/01/2012,2013-03-31,30.0,13469.0,2818.0,305241319.0,35405.0,247283937.0,8456792.0,42188508.0,1002126.0,43190634.0,-147984.0,-40922.0,0.18987397312354037,362.1791830146489,-188906.0,1
539721,010012,2014,F,04/01/2013,2014-03-31,30.0,11696.0,2733.0,294669710.0,35405.0,239547861.0,6984255.0,39824452.0,873958.0,40698410.0,-130454.0,-104509.0,0.18706316641774956,347.63557659688746,-234963.0,1
561000,010012,2015,F,04/01/2014,2015-03-31,30.0,11338.0,3084.0,339691537.0,35405.0,282160461.0,6237743.0,40845008.0,885878.0,41730886.0,-84006.0,-40336.0,0.16936270037248524,328.1492534920297,-124342.0,1
581769,010012,2016,F,04/01/2015,2016-03-31,30.0,11323.0,3294.0,360099151.0,35502.0,314467770.0,6633456.0,42628683.0,863405.0,43492088.0,-13147.0,40024.0,0.12671893525236333,181.52471841367202,26877.0,0
635497,010012,2017,F,04/01/2016,2017-03-31,30.0,11884.0,2957.0,381475585.0,35405.0,336131727.0,7198494.0,42890952.0,790467.0,43681419.0,-188252.0,-13409.0,0.11886437765080038,135.44642526583453,-201661.0,1
632155,010012,2018,F,04/01/2017,2018-03-31,30.0,11581.0,1813.0,412350844.0,35405.0,367556793.0,6801636.0,44561807.0,728044.0,45289851.0,141424.0,8389.0,0.10863091867468078,127.52351584699542,149813.0,0
717224,010012,2019,F,04/01/2018,2019-03-31,30.0,11591.0,1858.0,456842163.0,35405.0,404398479.0,8165669.0,46820978.0,641448.0,47462426.0,6542.0,3969.0,0.11479606798026654,114.69432952081715,10511.0,0
254616,010015,2010,F,04/01/2009,2010-03-31,27.0,1649.0,481.0,24330705.0,9855.0,12861489.0,1951334.0,,,,,,0.47138856025750175,-237.7935656836461,0.0,0
523232,010015,2011,F,04/01/2011,2011-08-15,30.0,592.0,63.0,5279815.0,3699.0,2988571.0,446541.0,1970007.0,124860.0,,-26550.0,40033.0,0.4339629324133516,148.87467857610577,13483.0,0
247201,010016,2009,F,10/01/2008,2009-09-30,175.0,15180.0,7302.0,691517836.0,69715.0,568932726.0,26391959.0,,,,,,0.17726962866074214,-483.9453378564225,0.0,0
263352,010016,2010,F,10/01/2009,2010-09-30,162.0,15303.0,7846.0,772196890.0,69715.0,638090347.0,25891198.0,,,,,,0.1736688462964413,-475.8361758435639,0.0,0
2641,010016,2011,F,01/01/2011,2011-12-31,30.0,52340.0,8134.0,837604152.0,70080.0,700742070.0,28364953.0,129843089.0,,,-5844.0,-43965.0,0.16339709118347345,-402.985904572894,-49809.0,1
517728,010016,2012,F,01/01/2012,2012-12-31,30.0,52818.0,8860.0,831653149.0,70572.0,689596256.0,27341023.0,134211486.0,,,396328.0,-101921.0,0.1708126677218894,-248.7327383925306,294407.0,0
540437,010016,2013,F,01/01/2013,2013-12-31,30.0,53709.0,8533.0,844804622.0,74240.0,698638282.0,27464507.0,138120618.0,,,36760.0,142600.0,0.17301792176984565,-173.74529833292408,179360.0,0
573083,010016,2014,F,01/01/2014,2014-12-31,30.0,54312.0,8953.0,865168669.0,77380.0,718115533.0,27149012.0,137727276.0,,,82471.0,53024.0,0.16997048236845014,-162.10510070172245,135495.0,0
636203,010016,2015,F,10/03/2015,2015-12-31,30.0,12514.0,1703.0,236613943.0,19080.0,196799580.0,6014667.0,33432201.0,434890.0,33867091.0,68623.0,25741.0,0.16826718871761503,819.7949109392756,94364.0,0
636204,010016,2016,F,01/01/2016,2016-12-31,30.0,53086.0,8811.0,1060849352.0,77592.0,901835201.0,27502802.0,145443823.0,1081431.0,146525254.0,186759.0,60034.0,0.14989324422003325,670.1823783746352,246793.0,0
626761,010016,2017,F,01/01/2017,2017-12-31,30.0,47282.0,7563.0,1161526939.0,77380.0,1008953516.0,22409083.0,138557821.0,1134769.0,139692590.0,478438.0,45261.0,0.13135590564206445,474.77607621340934,523699.0,0
691733,010016,2018,F,01/01/2018,2018-12-31,30.0,46061.0,7852.0,1260234097.0,77380.0,1095920126.0,24303240.0,142734492.0,1915927.0,144650419.0,465578.0,-54713.0,0.13038368934085431,428.39396493632677,410865.0,0
713718,010016,2019,F,01/01/2019,2019-12-31,30.0,47914.0,7611.0,1402790396.0,77380.0,1230549742.0,25738398.0,152643962.0,2149409.0,154793371.0,383886.0,-19973.0,0.12278431224731601,416.5477905843094,363913.0,0
265098,010018,2009,F,10/01/2008,2009-09-30,16.0,150.0,36.0,69596020.0,5840.0,45723449.0,373741.0,,,,,,0.3430163247840896,-65.68383128295255,0.0,0
298918,010018,2010,F,10/01/2009,2010-09-30,16.0,161.0,45.0,73993238.0,5840.0,49064094.0,350708.0,,,,,,0.3369111107152791,-61.75523859834478,0.0,0
525003,010018,2011,F,10/01/2010,2011-09-30,30.0,339.0,12.0,80570226.0,4960.0,54256235.0,242386.0,19782981.0,,,-5095.0,-8330.0,0.32659696151280504,1345.7423683760126,-13425.0,1
525972,010018,2012,F,10/01/2012,2012-12-31,30.0,52.0,6.0,22456640.0,1104.0,17057396.0,68218.0,5770388.0,,,5452.0,-60170.0,0.24042973481340035,1253.9494834699883,-54718.0,1
551364,010018,2014,F,10/01/2013,2014-09-30,30.0,188.0,11.0,118836912.0,4380.0,82448364.0,205538.0,26011599.0,,,7765.0,-662734.0,0.3062057687934536,1850.9932417323544,-654969.0,1
572763,010018,2015,F,10/01/2014,2015-09-30,30.0,196.0,15.0,120014488.0,4380.0,90134191.0,194151.0,28395256.0,,,16755.0,-550050.0,0.2489724157303408,1643.2802298282631,-533295.0,1
635941,010018,2016,F,10/01/2015,2016-09-30,30.0,232.0,2.0,161340493.0,4392.0,108324843.0,384680.0,32409047.0,,,42602.0,-440690.0,0.32859481841300686,2467.491565842213,-398088.0,1
621478,010018,2017,F,10/01/2016,2017-09-30,30.0,152.0,10.0,181647578.0,4380.0,123128863.0,214810.0,36379533.0,,,-23966.0,-135746.0,0.3221552175058453,2721.155715793774,-159712.0,1
678829,010018,2018,F,10/01/2017,2018-09-30,30.0,293.0,37.0,205395981.0,4380.0,140743294.0,310185.0,38597734.0,,,71741.0,-158820.0,0.31477094481220647,2896.809444284371,-87079.0,1
701475,010018,2019,F,10/01/2018,2019-09-30,30.0,259.0,16.0,240752477.0,4380.0,166877574.0,238144.0,44039237.0,,,1045.0,-96136.0,0.3068500225648769,3221.377546030081,-95091.0,1
247979,010019,2009,F,10/01/2008,2009-09-30,173.0,16183.0,6027.0,228927258.0,67525.0,153407506.0,21294144.0,,,,,,0.32988536472139984,-414.7509641229403,0.0,0
263306,010019,2010,F,10/01/2009,2010-09-30,173.0,13303.0,6287.0,230998064.0,67525.0,157561361.0,18649681.0,,,,,,0.31791046958731217,-343.9504444690347,0.0,0
6824,010019,2011,F,10/01/2010,2011-09-30,30.0,27715.0,6305.0,227075431.0,67525.0,155286526.0,19241345.0,68039439.0,637148.0,,64660.0,19109.0,0.31614562915879707,62.05621214754743,83769.0,0
515102,010019,2012,F,10/01/2011,2012-09-30,30.0,29534.0,6707.0,306416932.0,67710.0,228073602.0,19630401.0,73194817.0,366690.0,,-198507.0,80827.0,0.25567559040764753,-21.54545438230049,-117680.0,1
540438,010019,2013,F,10/01/2012,2013-09-30,30.0,32477.0,8182.0,361084158.0,67525.0,286857416.0,20342805.0,77780177.0,1152169.0,78932346.0,584822.0,11093.0,0.20556632118986506,345.49357966820133,595915.0,0
568979,010019,2014,F,10/01/2014,2014-12-31,30.0,6455.0,1513.0,96817025.0,17020.0,79554877.0,4433423.0,20802703.0,277244.0,21079947.0,62246.0,51462.0,0.17829661673657082,291.8640286012732,113708.0,0
572021,010019,2015,F,01/01/2015,2015-09-30,30.0,22281.0,5053.0,302210954.0,50505.0,244671529.0,14640422.0,54784908.0,790071.0,55574979.0,-23746.0,126655.0,0.19039490209875054,231.07863420104295,102909.0,0
635942,010019,2016,F,10/01/2015,2016-09-30,30.0,25969.0,6711.0,385093121.0,67710.0,312553179.0,16114258.0,77213598.0,1183402.0,78397000.0,246246.0,98583.0,0.18836987223150115,321.5305753735174,344829.0,0
620688,010019,2017,F,10/01/2016,2017-09-30,30.0,27269.0,6561.0,408430250.0,64970.0,335231192.0,15873733.0,83410094.0,1172994.0,84583088.0,118491.0,57233.0,0.17922046175570983,383.12795883843074,175724.0,0
684717,010019,2018,F,10/01/2017,2018-09-30,30.0,27993.0,6206.0,461563035.0,64970.0,377563572.0,18162485.0,86786342.0,1349287.0,88135629.0,-140413.0,-27443.0,0.18198914694284385,376.3683066220067,-167856.0,1
705358,010019,2019,F,10/01/2018,2019-09-30,30.0,27602.0,5742.0,484065604.0,64970.0,400096715.0,17621229.0,92538142.0,1626687.0,94164829.0,-100205.0,-400.0,0.17346592756464474,402.6854477869385,-100605.0,1
293937,010021,2009,F,10/01/2008,2009-09-30,71.0,3208.0,1262.0,67423456.0,28105.0,40502501.0,5257524.0,,,,,,0.3992817425437225,-211.17098445595855,0.0,0
264157,010021,2010,F,10/01/2009,2010-09-30,71.0,3208.0,844.0,69923513.0,28105.0,43420097.0,5287109.0,,,,,,0.37903438861831784,-212.35928023456643,0.0,0
542846,010021,2011,F,10/01/2010,2011-09-30,30.0,7515.0,1479.0,72108532.0,28105.0,45866850.0,5047621.0,23608892.0,96319.0,,167488.0,,0.36391923774013313,173.83007856187558,167488.0,0
514948,010021,2012,F,10/01/2011,2012-09-30,30.0,7810.0,1624.0,105019680.0,28182.0,76901809.0,4893542.0,24933503.0,589025.0,,-22434.0,27575.0,0.26773906566845374,95.22068526491996,5141.0,0
540439,010021,2013,F,10/01/2012,2013-09-30,30.0,8605.0,1932.0,88977585.0,28105.0,62641154.0,5125841.0,25700323.0,604239.0,26304562.0,118760.0,79993.0,0.2959895011760546,535.6875574394462,198753.0,0
550956,010021,2014,F,10/01/2013,2014-09-30,30.0,8202.0,1720.0,86577051.0,28105.0,60979683.0,4985189.0,25224219.0,579378.0,25803597.0,223965.0,140173.0,0.29565996651930315,516.1529543382999,364138.0,0
581795,010021,2015,F,10/01/2014,2015-09-30,30.0,8336.0,2069.0,90890768.0,28105.0,64565410.0,4986563.0,24880946.0,535158.0,25416104.0,,26418.0,0.2896373149801089,492.5055005124393,26418.0,0
635943,010021,2016,F,10/01/2015,2016-09-30,30.0,8067.0,1864.0,87659672.0,28182.0,60892172.0,4382030.0,24869536.0,446378.0,25315914.0,69775.0,34112.0,0.30535706316583067,550.7708824656959,103887.0,0
621429,010021,2017,F,10/01/2016,2017-09-30,30.0,8517.0,2237.0,84078656.0,28105.0,57186139.0,3965083.0,25857343.0,455215.0,26312558.0,50478.0,-23331.0,0.3198495109151126,656.8835314708529,27147.0,0
685885,010021,2018,F,10/01/2017,2018-09-30,30.0,8101.0,2103.0,86140731.0,28105.0,57772349.0,3179376.0,25166357.0,454168.0,25620525.0,247355.0,-173027.0,0.3293259956198886,684.6447614406366,74328.0,0
709271,010021,2019,F,10/01/2018,2019-09-30,30.0,7446.0,1537.0,92501781.0,28105.0,62010296.0,3304525.0,25089748.0,449236.0,25538984.0,198804.0,-2923.0,0.32963132893625047,655.0352616875587,195881.0,0
284825,010022,2010,F,04/01/2009,2010-03-31,40.0,3172.0,352.0,48999449.0,16425.0,33925611.0,2733196.0,,,,,,0.3076328062382906,-206.2322493020448,0.0,0
300642,010022,2011,F,04/01/2010,2011-03-31,40.0,2925.0,346.0,54914422.0,16425.0,41271812.0,2569385.0,,,,,,0.24843400882922884,-190.32481481481483,0.0,0
538160,010022,2012,F,04/01/2011,2012-03-31,30.0,4443.0,324.0,65415788.0,16470.0,47775373.0,2619270.0,11813516.0,207316.0,12020832.0,-24630.0,-403.0,0.2696660170171763,321.2729503072449,-25033.0,1
