provider_number,price_2011,price_2014,net_penalty,hrrp_penalty,vbp_penalty,any_penalty,net_penalty_1k,hrrp_penalty_1k,avg_mcare_dis,avg_beds,avg_mcaid_dis,avg_mcare_100,price_change
110079,514.2483704471913,2620.531115682536,1701838.0,1559155.0,142683.0,1.0,1701.838,1559.155,91075.0,222.0,53510.0,910.75,2106.282745235345
110083,1993.4104660447717,5052.086120539088,470811.0,367955.0,102856.0,1.0,470.811,367.955,98448.5,215.0,4874.0,984.485,3058.6756544943164
110086,683.6757010524241,1316.232775509109,198171.0,198171.0,0.0,1.0,198.171,198.171,7192.5,40.0,826.5,71.925,632.5570744566849
110087,5127.187208786208,11133.528764616662,461710.0,461710.0,0.0,1.0,461.71,461.71,74668.0,211.5,19071.0,746.68,6006.341555830453
110089,3271.863186599406,2487.2374681913875,1680.0,0.0,1680.0,1.0,1.68,0.0,15185.5,54.0,2127.5,151.855,-784.6257184080187
110091,579.7730147562324,2396.1799261657966,506981.0,475975.0,31006.0,1.0,506.981,475.975,24860.0,76.0,9315.5,248.6,1816.4069114095641
110092,226.50004909954222,1035.4292111967934,62200.0,0.0,62200.0,1.0,62.2,0.0,5565.5,46.5,904.0,55.655,808.9291620972512
110095,1539.3518019048256,3627.485995976909,64859.0,0.0,64859.0,1.0,64.859,0.0,33419.5,87.0,4221.0,334.195,2088.1341940720836
110100,462.19180478997305,954.2951532470152,73202.0,73202.0,0.0,1.0,73.202,73.202,2677.5,33.5,291.5,26.775,492.1033484570421
110101,467.3041608265385,1178.575790474676,77496.0,0.0,77496.0,1.0,77.496,0.0,2596.0,35.5,457.0,25.96,711.2716296481376
110104,1135.54526666007,3085.4034758054863,2015778.0,2015778.0,0.0,1.0,2015.778,2015.778,9154.5,43.5,1626.0,91.545,1949.8582091454164
110105,1639.6054890221974,1808.2302166080324,0.0,0.0,0.0,0.0,0.0,0.0,12160.0,53.0,2049.5,121.6,168.624727585835
110107,2137.102009705891,10326.489132393499,257561.0,0.0,257561.0,1.0,257.561,0.0,120697.0,267.5,22161.0,1206.97,8189.387122687608
110109,372.3595005290301,854.4263784274655,159169.0,159169.0,0.0,1.0,159.169,159.169,4868.0,33.5,725.0,48.68,482.0668778984354
110111,641.7640748795538,1000.4350184369019,95487.0,95487.0,0.0,1.0,95.487,95.487,2646.5,29.5,314.5,26.465,358.6709435573481
110113,341.6100025536794,342.43503684254785,1298.0,0.0,1298.0,1.0,1.298,0.0,3538.5,35.0,572.5,35.385,0.8250342888684372
110115,743.6852434368739,496.94509284695977,4433.0,0.0,4433.0,1.0,4.433,0.0,45470.0,146.0,21598.0,454.7,-246.7401505899141
110121,336.37994801838227,1117.1133981482153,30735.0,10679.0,20056.0,1.0,30.735,10.679,4803.0,36.0,439.5,48.03,780.733450129833
110122,1298.0634327300952,3342.9870371429806,792700.0,792700.0,0.0,1.0,792.7,792.7,45266.5,131.5,6576.5,452.665,2044.9236044128854
110124,252.0829307778693,812.3321135530272,145322.0,145322.0,0.0,1.0,145.322,145.322,11784.0,66.5,1212.5,117.84,560.2491827751578
110125,1090.7557630278875,272.8405686535476,2375.0,0.0,2375.0,1.0,2.375,0.0,16741.5,77.5,2839.5,167.415,-817.9151943743399
110128,751.5906539435008,6089.29799144881,0.0,0.0,0.0,0.0,0.0,0.0,8851.0,54.5,1699.5,88.51,5337.707337505309
110129,296.0145124378551,3190.6242904239793,817076.0,817076.0,0.0,1.0,817.076,817.076,62668.0,30.0,3941.0,626.68,2894.6097779861243
110130,739.1824091572332,1288.866633762073,48448.0,0.0,48448.0,1.0,48.448,0.0,2584.0,32.0,775.0,25.84,549.6842246048398
110142,454.1794130968165,300.020290994246,14737.0,14737.0,0.0,1.0,14.737,14.737,3132.0,39.5,264.5,31.32,-154.1591221025705
110143,1512.8109558612061,2699.1452447027245,148282.0,142698.0,5584.0,1.0,148.282,142.698,63135.5,155.5,9915.0,631.355,1186.3342888415184
110146,1646.1044333297534,4783.690965546066,436302.0,436302.0,0.0,1.0,436.302,436.302,3460.6666666666665,33.333333333333336,332.0,34.60666666666666,3137.5865322163127
110150,876.9369501451148,1641.5261658857496,20059.0,20059.0,0.0,1.0,20.059,20.059,14677.5,61.5,1727.5,146.775,764.5892157406348
110153,331.45830932287197,1290.2866199306982,0.0,0.0,0.0,0.0,0.0,0.0,5815.5,32.5,395.5,58.155,958.8283106078262
110161,10314.913194641722,11133.528764616662,420090.0,420090.0,0.0,1.0,420.09,420.09,93308.0,242.0,13371.5,933.08,818.6155699749397
110164,1606.2635184633275,702.03713616044,2771.0,0.0,2771.0,1.0,2.771,0.0,37992.0,98.5,4931.5,379.92,-904.2263823028875
110165,976.1124410512095,2809.050752420785,1878398.0,1878398.0,0.0,1.0,1878.398,1878.398,73013.0,30.0,12535.0,730.13,1832.9383113695756
110168,1077.1394260661305,561.2999349669009,35660.0,35660.0,0.0,1.0,35.66,35.66,38898.5,100.0,3262.5,388.985,-515.8394910992296
110183,1282.3614380129961,1458.8111771759784,286.0,0.0,286.0,1.0,0.286,0.0,5794.0,48.5,675.5,57.94,176.44973916298227
110184,717.2439828014585,2069.8260042748757,482575.0,482575.0,0.0,1.0,482.575,482.575,18579.5,62.0,2244.5,185.795,1352.5820214734172
110186,396.9839309999135,411.86799757414605,75096.0,61491.0,13605.0,1.0,75.096,61.491,11965.0,117.33333333333333,1747.3333333333333,119.65,14.88406657423252
110187,309.43683573094023,901.9222238024208,0.0,0.0,0.0,0.0,0.0,0.0,4230.5,37.5,665.0,42.305,592.4853880714807
110189,439.56931782159205,472.5248512790816,1883.0,0.0,1883.0,1.0,1.883,0.0,5201.0,37.5,710.5,52.01,32.95553345748954
110190,221.4061101711404,1339.5514492281827,0.0,0.0,0.0,0.0,0.0,0.0,2037.5,39.5,325.0,20.375,1118.1453390570423
110191,746.9204647475852,5380.688227521809,20908.0,0.0,20908.0,1.0,20.908,0.0,38903.5,97.0,3855.5,389.035,4633.767762774223
110192,1990.5274027365658,967.1027208936308,556.0,0.0,556.0,1.0,0.556,0.0,30241.0,81.0,3766.0,302.41,-1023.424681842935
110194,503.49921094818103,846.7036715859718,0.0,0.0,0.0,0.0,0.0,0.0,5321.5,47.5,717.0,53.215,343.2044606377908
110198,868.961002843332,964.7828539974919,22661.0,0.0,22661.0,1.0,22.661,0.0,24867.0,85.5,7774.0,248.67,95.82185115415984
110200,1760.3095649598115,1385.9881028005086,0.0,0.0,0.0,0.0,0.0,0.0,3969.5,48.5,91.5,39.695,-374.3214621593029
110201,517.6356685303591,614.1695610442349,152709.0,152709.0,0.0,1.0,152.709,152.709,9129.0,60.5,662.0,91.29,96.5338925138758
110203,3404.988711723103,2377.1183543900415,96384.0,0.0,96384.0,1.0,96.384,0.0,2939.0,23.5,157.5,29.39,-1027.8703573330613
110205,691.3818953958432,1424.199553670326,0.0,0.0,0.0,0.0,0.0,0.0,2969.0,32.5,197.5,29.69,732.8176582744827
110225,739.4829587193215,1105.9989498892849,66416.0,66416.0,0.0,1.0,66.416,66.416,8543.0,33.0,1019.0,85.43,366.5159911699634
110226,708.2742157347591,2591.3668777971056,626640.0,587748.0,38892.0,1.0,626.64,587.748,12681.5,61.0,2013.5,126.815,1883.0926620623466
110229,325.5573421699897,2755.8048273258837,215078.0,204066.0,11012.0,1.0,215.078,204.066,19777.0,80.5,2471.5,197.77,2430.247485155894
110230,2833.9449065860667,3641.909362527627,0.0,0.0,0.0,0.0,0.0,0.0,13697.0,63.0,1075.5,136.97,807.9644559415601
120001,8092.7550026456665,11133.528764616662,903115.0,810351.0,92764.0,1.0,903.115,810.351,87869.0,243.5,12899.5,878.69,3040.773761970995
120002,5085.65041959674,7075.259669630997,160576.0,160576.0,0.0,1.0,160.576,160.576,33234.0,111.5,3638.0,332.34,1989.6092500342575
120004,5044.367037279559,5996.852860305876,6312.0,0.0,6312.0,1.0,6.312,0.0,5969.0,35.5,630.5,59.69,952.4858230263171
120005,4558.286787166993,8318.05722325442,149974.0,149974.0,0.0,1.0,149.974,149.974,21713.0,74.0,2504.5,217.13,3759.770436087427
120006,2483.418995122662,3129.3225364783752,103269.0,103269.0,0.0,1.0,103.269,103.269,22547.5,91.0,3797.5,225.475,645.9035413557131
120007,3337.221856358535,2900.484419030243,23114.0,0.0,23114.0,1.0,23.114,0.0,27277.5,88.0,924.5,272.775,-436.73743732829234
120014,5218.417216833736,4817.016454911332,0.0,0.0,0.0,0.0,0.0,0.0,11361.5,47.0,1003.0,113.615,-401.40076192240394
120019,3232.0281755472324,4997.983728721067,56644.0,56644.0,0.0,1.0,56.644,56.644,7067.0,31.5,1059.0,70.67,1765.9555531738342
120022,5939.309730385892,10961.498971033969,553839.0,553839.0,0.0,1.0,553.839,553.839,25269.5,85.0,2412.0,252.695,5022.1892406480765
120026,10314.913194641722,11133.528764616662,0.0,0.0,0.0,0.0,0.0,0.0,27121.5,69.0,2852.5,271.215,818.6155699749397
120028,5357.145058928226,8159.207390099206,0.0,0.0,0.0,0.0,0.0,0.0,4770.0,32.0,422.5,47.7,2802.0623311709805
130002,2811.439946877928,2716.7206264338984,102756.0,0.0,102756.0,1.0,102.756,0.0,22778.0,76.5,6283.0,227.78,-94.71932044402956
130006,3719.4533713401415,4333.321114447544,68308.0,0.0,68308.0,1.0,68.308,0.0,67486.5,208.5,30222.0,674.865,613.867743107402
130007,5797.912920587508,4857.7465749856065,897816.0,897816.0,0.0,1.0,897.816,897.816,43617.5,135.5,13466.5,436.175,-940.1663456019014
130013,1277.0071961020515,1467.3236808938298,0.0,0.0,0.0,0.0,0.0,0.0,9945.5,82.0,3337.0,99.455,190.3164847917783
130014,1303.3402626976808,1532.5815612600475,48332.0,0.0,48332.0,1.0,48.332,0.0,10102.0,65.0,3461.0,101.02,229.24129856236664
130018,2849.535639838104,2244.5491622128416,370217.0,232141.0,138076.0,1.0,370.217,232.141,31041.5,110.5,7664.5,310.415,-604.9864776252625
130025,3881.2536433746754,3823.9654426104707,199.0,199.0,0.0,1.0,0.199,0.199,5934.5,36.5,3594.5,59.345,-57.2882007642047
130028,5050.336575886193,5114.148324306346,60357.0,60357.0,0.0,1.0,60.357,60.357,17532.5,71.5,5530.5,175.325,63.81174842015298
130049,1873.1477468687647,2741.136910331671,210440.0,201005.0,9435.0,1.0,210.44,201.005,35158.0,104.0,8042.5,351.58,867.9891634629064
130063,2621.9020709551205,7937.474690063542,1891.0,1891.0,0.0,1.0,1.891,1.891,339.5,19.5,18.5,3.395,5315.572619108421
130065,4815.950711545468,6483.367263459821,0.0,0.0,0.0,0.0,0.0,0.0,3731.0,35.0,1936.5,37.31,1667.4165519143526
130066,1213.741443521202,2125.6670485288128,0.0,0.0,0.0,0.0,0.0,0.0,846.0,26.0,18.0,8.46,911.9256050076108
140001,2238.516799403496,1618.0108567577738,448812.0,448812.0,0.0,1.0,448.812,448.812,6253.0,35.5,1725.0,62.53,-620.5059426457221
140002,221.4061101711404,1603.6705528648527,0.0,0.0,0.0,0.0,0.0,0.0,19228.5,75.0,3792.0,192.285,1382.2644426937122
140007,1884.0262434183471,975.7419568206157,1113085.0,1039009.0,74076.0,1.0,1113.085,1039.009,75600.5,185.0,13904.5,756.005,-908.2842865977315
140008,337.3847487409379,540.0649443561621,309437.0,309437.0,0.0,1.0,309.437,309.437,28121.5,113.0,4772.5,281.215,202.6801956152242
140010,8006.97008102468,4853.1022810416725,3533894.0,3533894.0,0.0,1.0,3533.894,3533.894,112093.0,223.0,18686.5,1120.93,-3153.867799983008
140012,4694.596642423066,3299.4246685547837,52549.0,52549.0,0.0,1.0,52.549,52.549,9416.5,45.0,1726.5,94.165,-1395.1719738682827
140013,1368.2372694438045,858.5609310041448,2589.0,0.0,2589.0,1.0,2.589,0.0,19981.5,80.0,1132.5,199.815,-509.67633843965973
140015,3907.110830829696,2914.737940953564,6332.0,6332.0,0.0,1.0,6.332,6.332,36241.5,103.5,6643.0,362.415,-992.3728898761324
140018,1181.5329429688243,1975.5383707141639,33906.0,0.0,33906.0,1.0,33.906,0.0,42642.0,115.0,37035.0,426.42,794.0054277453396
140019,567.2769115785957,484.6080639326644,6167.0,6167.0,0.0,1.0,6.167,6.167,3376.5,30.0,449.0,33.765,-82.6688476459313
140026,221.4061101711404,526.830756472851,45178.0,11047.0,34131.0,1.0,45.178,11.047,9222.0,56.0,1271.0,92.22,305.4246463017106
140029,1344.3688628241025,3972.4766818740873,0.0,0.0,0.0,0.0,0.0,0.0,33007.5,87.0,11263.5,330.075,2628.1078190499848
140030,708.2305380496689,2403.345904363475,0.0,0.0,0.0,0.0,0.0,0.0,42170.5,127.5,11146.0,421.705,1695.115366313806
140032,2436.596231395543,1978.1496179925118,23518.0,15670.0,7848.0,1.0,23.518,15.67,20065.0,76.5,3478.5,200.65,-458.44661340303105
140034,3623.568033359127,1499.1167711359392,465912.0,465912.0,0.0,1.0,465.912,465.912,19821.5,61.5,4222.0,198.215,-2124.4512622231878
140043,242.37945308801133,1107.970531372064,272355.0,272355.0,0.0,1.0,272.355,272.355,15082.0,59.0,2677.0,150.82,865.5910782840526
140046,2320.97485299455,4274.7006087585705,14479.0,0.0,14479.0,1.0,14.479,0.0,20863.0,76.5,4465.5,208.63,1953.7257557640205
140048,2149.258456278802,1720.937062938446,731448.0,361832.0,369616.0,1.0,731.448,361.832,30822.0,89.5,14045.5,308.22,-428.32139334035605
140049,221.4061101711404,904.246155772139,1331587.0,1331587.0,0.0,1.0,1331.587,1331.587,21350.0,77.5,11138.5,213.5,682.8400456009986
140052,754.601271619487,706.6578351678352,129291.0,0.0,129291.0,1.0,129.291,0.0,10347.5,55.0,2264.0,103.475,-47.94343645165179
140053,725.4896678886934,2831.210376255517,1451592.0,1451592.0,0.0,1.0,1451.592,1451.592,61005.5,153.0,22072.5,610.055,2105.7207083668236
140054,2575.491398241788,1822.5551886075036,569106.0,531850.0,37256.0,1.0,569.106,531.85,44622.5,134.5,17967.5,446.225,-752.9362096342843
140058,514.5147696592807,1497.9741529672422,0.0,0.0,0.0,0.0,0.0,0.0,11279.5,59.0,1474.0,112.795,983.4593833079615
140059,1333.656055541524,1045.2032734312002,195101.0,182906.0,12195.0,1.0,195.101,182.906,3102.0,44.5,559.0,31.02,-288.4527821103238
140062,2149.039023513938,1372.9017305573377,0.0,0.0,0.0,0.0,0.0,0.0,68964.0,175.5,2106.5,689.64,-776.1372929566003
140063,224.19497769773267,813.3436122111775,107413.0,107413.0,0.0,1.0,107.413,107.413,14142.5,60.0,2027.5,141.425,589.1486345134449
140064,997.5242923978595,649.1005106700446,13767.0,7986.0,5781.0,1.0,13.767,7.986,13176.0,60.0,1861.0,131.76,-348.4237817278149
140065,922.5951501306147,1438.94970925958,0.0,0.0,0.0,0.0,0.0,0.0,33548.5,101.5,2663.5,335.485,516.3545591289653
140067,3814.0723420388185,3166.64866119875,295179.0,295179.0,0.0,1.0,295.179,295.179,107125.0,244.0,39064.5,1071.25,-647.4236808400688
140077,932.8951836106272,1146.6909211788427,427679.0,427679.0,0.0,1.0,427.679,427.679,7812.5,92.0,6746.0,78.125,213.7957375682155
140083,2364.208697984554,2045.8840439228763,216969.0,216969.0,0.0,1.0,216.969,216.969,27219.5,102.5,19127.0,272.195,-318.3246540616776
140084,295.2797814155548,517.4622979970518,0.0,0.0,0.0,0.0,0.0,0.0,34126.0,111.5,11771.5,341.26,222.182516581497
140088,1544.8998831090985,7235.469047626696,24906.0,24906.0,0.0,1.0,24.906,24.906,88810.0,218.5,42869.5,888.1,5690.5691645175975
140089,1678.5626838353426,1676.4147487011644,104806.0,46258.0,58548.0,1.0,104.806,46.258,6346.0,60.0,1201.5,63.46,-2.1479351341781694
140091,6149.939954442427,11133.528764616662,4118346.0,4118346.0,0.0,1.0,4118.346,4118.346,55020.0,131.0,19435.0,550.2,4983.588810174235
140093,785.4329021585511,367.4960663407171,154295.0,154295.0,0.0,1.0,154.295,154.295,18493.0,96.0,4321.0,184.93,-417.936835817834
140095,486.98587548833086,2196.5930385466095,414292.0,414292.0,0.0,1.0,414.292,414.292,16229.0,70.5,13126.5,162.29,1709.6071630582787
140101,3641.9251105661347,2882.1481798020322,812274.0,812274.0,0.0,1.0,812.274,812.274,12661.5,54.0,1430.0,126.615,-759.7769307641024
140103,1778.2832050150544,1723.7245211487348,0.0,0.0,0.0,0.0,0.0,0.0,21236.0,87.0,15169.5,212.36,-54.5586838663196
140110,921.207130601671,1415.9726606997117,1780.0,1780.0,0.0,1.0,1.78,1.78,6463.5,56.0,2214.0,64.635,494.7655300980407
140113,1085.9195983782056,843.7563512485547,0.0,0.0,0.0,0.0,0.0,0.0,20798.0,90.0,5197.5,207.98,-242.16324712965093
140114,1230.3119692513671,890.8229511579518,1088392.0,732213.0,356179.0,1.0,1088.392,732.213,43756.0,117.0,17988.0,437.56,-339.4890180934153
140116,6481.726324883027,4945.525823466714,269.0,0.0,269.0,1.0,0.269,0.0,31798.0,84.5,4500.0,317.98,-1536.2005014163124
140118,900.6608579704304,321.9219976926715,199114.0,0.0,199114.0,1.0,199.114,0.0,32807.5,123.0,10175.5,328.075,-578.7388602777589
140119,807.8174001464247,6862.94196042774,1410835.0,1410835.0,0.0,1.0,1410.835,1410.835,94774.5,208.0,39787.5,947.745,6055.124560281315
140120,1138.5062414345916,256.4664340435436,34979.0,34979.0,0.0,1.0,34.979,34.979,11326.0,60.0,2173.5,113.26,-882.039807391048
140122,3378.561684178077,2778.855391055652,0.0,0.0,0.0,0.0,0.0,0.0,37708.5,135.0,5676.5,377.085,-599.706293122425
140124,10314.913194641722,11133.528764616662,1539086.0,1539086.0,0.0,1.0,1539.086,1539.086,64502.0,176.0,51468.5,645.02,818.6155699749397
140127,2427.996042483698,1855.9741001780544,199124.0,199124.0,0.0,1.0,199.124,199.124,21887.5,93.0,3957.5,218.875,-572.0219423056437
140130,9900.544912526831,4586.5092907729295,39023.0,39023.0,0.0,1.0,39.023,39.023,22212.5,68.5,1578.0,222.125,-5314.035621753902
140133,475.95614727584837,714.8272691401987,46739.0,44655.0,2084.0,1.0,46.739,44.655,28963.5,120.0,13285.5,289.635,238.87112186435036
140135,1100.0519417360063,1244.303922163528,800807.0,784027.0,16780.0,1.0,800.807,784.027,34522.0,128.5,7521.5,345.22,144.25198042752163
140137,1413.6464600404586,1099.4695380138992,10414.0,10414.0,0.0,1.0,10.414,10.414,3805.5,31.0,922.5,38.055,-314.1769220265594
140143,710.0045423311683,1944.5472636524946,240032.0,104812.0,135220.0,1.0,240.032,104.812,7913.0,41.5,1027.5,79.13,1234.5427213213263
140145,2052.279180169528,2247.492876331727,130495.0,130495.0,0.0,1.0,130.495,130.495,4820.0,42.0,1093.0,48.2,195.21369616219908
140147,1630.200237901997,1393.2165108828372,0.0,0.0,0.0,0.0,0.0,0.0,6389.0,34.5,1563.0,63.89,-236.98372701915991
140148,3438.4316433744402,2580.9194826909197,0.0,0.0,0.0,0.0,0.0,0.0,84099.5,176.5,10666.0,840.995,-857.5121606835205
140150,1696.8005810889965,4802.989885225546,3539267.0,3539267.0,0.0,1.0,3539.267,3539.267,61019.0,165.5,38420.5,610.19,3106.1893041365493
140155,861.4386613291769,437.42118270574946,42254.0,0.0,42254.0,1.0,42.254,0.0,23724.5,93.0,6171.5,237.245,-424.0174786234274
140158,539.5022647068666,3149.1217181419593,45656.0,0.0,45656.0,1.0,45.656,0.0,43846.5,120.0,22347.5,438.465,2609.6194534350925
140160,3123.331205752177,2301.176927001266,0.0,0.0,0.0,0.0,0.0,0.0,14127.0,78.0,3508.5,141.27,-822.1542787509111
140161,1964.1960573831238,1506.3008209008597,1455.0,0.0,1455.0,1.0,1.455,0.0,4129.5,33.5,1092.5,41.295,-457.8952364822642
140162,1281.3406759291222,1390.1884355709815,5489.0,0.0,5489.0,1.0,5.489,0.0,16076.5,87.0,2898.5,160.765,108.84775964185928
140166,221.4061101711404,608.2268946879079,33219.0,0.0,33219.0,1.0,33.219,0.0,21835.5,99.5,9121.0,218.355,386.8207845167675
140167,1720.3319179964396,3140.3698160479544,9351.0,9351.0,0.0,1.0,9.351,9.351,4870.5,31.5,907.0,48.705,1420.0378980515147
140172,1930.4800909758587,1219.9140541293152,206160.0,206160.0,0.0,1.0,206.16,206.16,72182.5,175.0,15063.5,721.825,-710.5660368465435
140174,749.7495492558954,832.2681791466536,85953.0,0.0,85953.0,1.0,85.953,0.0,23154.0,118.0,8493.0,231.54,82.51862989075812
140176,4139.465194307005,5653.461347112635,0.0,0.0,0.0,0.0,0.0,0.0,17904.5,52.5,3790.0,179.045,1513.9961528056301
140179,591.5199194213982,463.0571721942018,444810.0,444810.0,0.0,1.0,444.81,444.81,47802.5,133.0,8913.0,478.025,-128.46274722719636
140180,332.4315122126938,1398.9005577265311,235779.0,235779.0,0.0,1.0,235.779,235.779,83851.5,243.5,61399.5,838.515,1066.4690455138373
140181,525.7580458296779,621.7909396288724,47396.0,47396.0,0.0,1.0,47.396,47.396,22660.5,73.5,8567.0,226.605,96.03289379919443
140182,3782.088190963537,3508.609826832088,0.0,0.0,0.0,0.0,0.0,0.0,42133.5,96.5,20272.0,421.335,-273.47836413144887
140185,1689.609387190191,1090.5622729157722,655830.0,655830.0,0.0,1.0,655.83,655.83,50607.0,163.0,10757.5,506.07,-599.0471142744188
140186,1256.7768100181015,1236.6234458342685,4409358.0,4323998.0,85360.0,1.0,4409.358,4323.998,42993.5,123.0,14943.0,429.935,-20.15336418383299
140187,1722.0650318638618,1027.94008736303,454747.0,441367.0,13380.0,1.0,454.747,441.367,33567.0,118.0,6591.0,335.67,-694.1249445008318
140189,4890.651999861291,7705.3273056202315,57764.0,0.0,57764.0,1.0,57.764,0.0,17093.0,60.5,3614.5,170.93,2814.6753057589403
140191,4723.613721684494,2582.678802287269,1442402.0,1442402.0,0.0,1.0,1442.402,1442.402,58007.0,136.5,16065.0,580.07,-2140.934919397225
140197,221.4061101711404,273.3251766903627,220490.0,218622.0,1868.0,1.0,220.49,218.622,19351.5,96.0,12286.5,193.515,51.9190665192223
140200,2213.4208909963404,2479.2231961604803,0.0,0.0,0.0,0.0,0.0,0.0,45187.5,143.0,4515.5,451.875,265.80230516413985
140202,1897.7730022559501,1486.1624195335864,2235809.0,2235809.0,0.0,1.0,2235.809,2235.809,49316.0,131.0,13541.0,493.16,-411.6105827223637
140206,1511.9220902304066,1356.6547226195435,148963.0,148963.0,0.0,1.0,148.963,148.963,23428.5,90.0,20168.5,234.285,-155.26736761086318
140208,10314.913194641722,11133.528764616662,559131.0,559131.0,0.0,1.0,559.131,559.131,134388.0,251.0,43494.5,1343.88,818.6155699749397
140209,1237.9804976118212,5001.609916118778,451779.0,451779.0,0.0,1.0,451.779,451.779,39553.5,113.5,13990.0,395.535,3763.6294185069564
140210,2208.778115134598,2311.583748552334,12654.0,0.0,12654.0,1.0,12.654,0.0,5944.0,39.0,768.5,59.44,102.80563341773586
140211,837.0586568097865,3650.3665286032533,39.0,39.0,0.0,1.0,0.039,0.039,20938.0,84.5,1864.5,209.38,2813.307871793467
140213,453.57839461994394,5212.243824897728,10877.0,10877.0,0.0,1.0,10.877,10.877,42938.0,139.5,8231.5,429.38,4758.665430277784
140217,1613.0775464118149,1130.9096151124845,512252.0,437270.0,74982.0,1.0,512.252,437.27,25864.5,79.5,3585.0,258.645,-482.16793129933035
140223,4521.38655594183,4707.214625207218,2696113.0,2696113.0,0.0,1.0,2696.113,2696.113,89377.0,223.0,27103.0,893.77,185.82806926538797
140224,221.4061101711404,819.0552233107597,352857.0,352857.0,0.0,1.0,352.857,352.857,34992.0,132.0,8868.0,349.92,597.6491131396193
140228,4644.111297219243,2298.8686760935157,135810.0,0.0,135810.0,1.0,135.81,0.0,53253.5,153.0,19671.0,532.535,-2345.2426211257275
140231,2249.501636944896,4850.8559274676345,81501.0,81501.0,0.0,1.0,81.501,81.501,58381.0,134.5,5075.0,583.81,2601.3542905227387
140233,2842.5083006481477,2525.9592764715385,0.0,0.0,0.0,0.0,0.0,0.0,38197.0,114.5,4618.0,381.97,-316.54902417660924
140234,1679.5041044530697,2072.9343275610518,0.0,0.0,0.0,0.0,0.0,0.0,8473.0,46.0,1399.5,84.73,393.4302231079821
140239,3965.2558757326165,2948.525293373816,0.0,0.0,0.0,0.0,0.0,0.0,46672.0,123.5,21438.5,466.72,-1016.7305823588003
140240,1377.5773495327624,424.01550998244096,0.0,0.0,0.0,0.0,0.0,0.0,16475.0,69.0,8427.5,164.75,-953.5618395503213
140242,3025.3309977941562,9229.65749411021,0.0,0.0,0.0,0.0,0.0,0.0,58875.5,151.5,11031.5,588.755,6204.326496316054
140250,2273.0399256387363,1462.7307017061507,165012.0,165012.0,0.0,1.0,165.012,165.012,34542.5,126.5,8362.5,345.425,-810.3092239325856
140251,238.63793746832408,256.4664340435436,394520.0,394520.0,0.0,1.0,394.52,394.52,32964.5,100.0,6577.5,329.645,17.828496575219503
140252,3360.664829609793,3025.0396645044916,0.0,0.0,0.0,0.0,0.0,0.0,77960.0,196.5,9262.5,779.6,-335.6251651053012
140258,3724.6315845371323,3082.3570462678035,0.0,0.0,0.0,0.0,0.0,0.0,70281.0,164.5,10536.0,702.81,-642.2745382693288
140275,1135.826804139881,1119.2069980754893,0.0,0.0,0.0,0.0,0.0,0.0,11670.0,86.0,3445.5,116.7,-16.619806064391696
140276,1382.376072745409,256.4664340435436,523653.0,523653.0,0.0,1.0,523.653,523.653,78749.0,188.5,28321.5,787.49,-1125.9096387018653
140280,749.1344186826165,2035.407077479559,227238.0,213980.0,13258.0,1.0,227.238,213.98,45530.5,131.0,12372.0,455.305,1286.2726587969423
140281,1716.68868522594,5591.836691581843,0.0,0.0,0.0,0.0,0.0,0.0,163490.5,332.0,44313.0,1634.905,3875.1480063559034
140286,2771.003290783643,4544.362610366381,292668.0,292668.0,0.0,1.0,292.668,292.668,16427.5,56.0,2787.5,164.275,1773.359319582738
140288,4035.09411229867,2658.955693776577,0.0,0.0,0.0,0.0,0.0,0.0,53694.0,129.5,6227.0,536.94,-1376.1384185220932
140289,688.2618777725762,578.2119386148001,19285.0,19285.0,0.0,1.0,19.285,19.285,19741.5,71.0,4294.5,197.415,-110.04993915777607
140290,1993.2830419254876,3387.1575093243996,45366.0,0.0,45366.0,1.0,45.366,0.0,56330.5,170.0,16695.5,563.305,1393.874467398912
140291,6893.505421726506,7024.861000812866,348135.0,348135.0,0.0,1.0,348.135,348.135,35041.5,90.5,2291.0,350.415,131.3555790863602
140292,1450.8320993281843,1508.2999110633252,38025.0,37766.0,259.0,1.0,38.025,37.766,18288.0,72.0,9066.0,182.88,57.46781173514091
140294,221.4061101711404,662.0922081820529,441750.0,389885.0,51865.0,1.0,441.75,389.885,4305.0,37.0,618.5,43.05,440.6860980109125
140300,10314.913194641722,6783.94014771077,563.0,0.0,563.0,1.0,0.563,0.0,5741.0,62.0,5000.0,57.41,-3530.9730469309516
140304,1090.1731386530705,1169.530806339688,237002.0,237002.0,0.0,1.0,237.002,237.002,14320.0,78.0,4876.5,143.2,79.35766768661756
150001,1809.5151758851391,1697.523500115144,0.0,0.0,0.0,0.0,0.0,0.0,8440.0,52.5,764.5,84.4,-111.99167576999503
150002,1453.245299979967,1699.4351756805083,549389.0,549389.0,0.0,1.0,549.389,549.389,71729.5,241.0,17092.0,717.295,246.18987570054128
150003,1382.6601928696116,869.2755191195209,911.0,0.0,911.0,1.0,0.911,0.0,11527.5,77.0,1349.0,115.275,-513.3846737500907
150004,2519.254909671369,1664.016781336061,59386.0,0.0,59386.0,1.0,59.386,0.0,34893.5,115.0,11755.5,348.935,-855.2381283353081
150005,4330.496904543416,4671.551898367632,18995.0,0.0,18995.0,1.0,18.995,0.0,15686.0,71.5,1067.5,156.86,341.05499382421567
